Index;Season;Episode;Episode_name;Character_name;Type_Dialogue;Dialogue
761;1;4;Jumping Girl(s);Hitori Gotou;Talk;What do I do? I wasn't even thinking! W-Well...
762;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;What do I do? I wasn't even thinking! W-Well... H-Her eyes are so sparkly! I feel the burden of expectation!
763;1;4;Jumping Girl(s);Hitori Gotou;Talk;What do I do? I wasn't even thinking! W-Well... H-Her eyes are so sparkly! I feel the burden of expectation! Um... Um...
764;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;What do I do? I wasn't even thinking! W-Well... H-Her eyes are so sparkly! I feel the burden of expectation! Um... Um... I-If I don't say something, I... I... Nothing's coming to mind! What do I... What do I...
765;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Oh, Bocchi-chan can sit this one out. She has a more important job: writing lyrics for our original song! We settled on it before, remember? Ryo would write the music, and you'd write the lyrics! If you've got off-limits words, Bocchi-chan, you should write the lyrics! write the lyrics! write the lyrics! write the lyrics!
766;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Wow! I can't wait to hear your song, Ryo-senpai. Have you written it already?
767;1;4;Jumping Girl(s);Ryo Yamada;Talk;No. I'll do it once I get inspiration.
768;1;4;Jumping Girl(s);Ikuyo Kita;Talk;I just can't wait!
769;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Go for it, Ryo! And Minister of Lyrics!
770;1;4;Jumping Girl(s);Hitori Gotou;Talk;R-Right...
771;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Gotoh-san, it's so cool that you took on such a tough job!
772;1;4;Jumping Girl(s);Hitori Gotou;Talk;C-Cool?! W-Well, I can write lyrics like nobody's business! It's the super-easiest thing ever!
773;1;4;Jumping Girl(s);Ikuyo Kita;Talk;You get carried away so easily, Gotoh-san.
774;1;4;Jumping Girl(s);Hitori Gotou;Talk;I'm gonna write the most band-like lyrics and guarantee us a huge hit!
775;1;4;Jumping Girl(s);Ryo Yamada;Talk;Band-like?
776;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I couldn't think of anything!
777;1;4;Jumping Girl(s);Futari Gotou;Talk;Shake! Change paws!
778;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I failed to write a single lyric, but I've perfected my signature...
779;1;4;Jumping Girl(s);Futari Gotou;Inner Voice;Change, and pose!
780;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Isn't it cool? Why can't I get my priorities in order?!
781;1;4;Jumping Girl(s);Futari Gotou;Talk;Jimmyhen's amazing!
782;1;4;Jumping Girl(s);Michiyo Gotou;Talk;Futari!
783;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I already spent five hours yesterday editing video to escape reality. Done. I'm so stupid! I'm a paramecium!
784;1;4;Jumping Girl(s);Futari Gotou;Talk;Whatcha writin'?
785;1;4;Jumping Girl(s);Hitori Gotou;Talk;No!
786;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Here it is! My lyrics notebook from middle school! A curse? Let's get organized. Kita-san's gonna be singing this song. Cheerful lyrics. A seishun song, maybe?
787;1;4;Jumping Girl(s);Ikuyo Kita;Inner Voice;Kit-aura!
788;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I could easily write depressing lyrics, of course...
789;1;4;Jumping Girl(s);Ikuyo Kita;Inner Voice;Kit-aura!
790;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Nobody wants that, so I've gotta write something band-like, with real Kit-aura! Put yourself in the mind of cheery person! I'm an extrovert! The woman who surfs in the pool at night! The woman who claims the title Queen of Woot! Woot! Woot! Woot! Woot! Go! Go!
791;1;4;Jumping Girl(s);Hitori Gotou;Talk;Nobody wants that, so I've gotta write something band-like, with real Kit-aura! Put yourself in the mind of cheery person! I'm an extrovert! The woman who surfs in the pool at night! The woman who claims the title Queen of Woot! Woot! Woot! Woot! Woot! Go! Go! Let's get some vibes up in here! Tequila shots in the house!
792;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Nobody wants that, so I've gotta write something band-like, with real Kit-aura! Put yourself in the mind of cheery person! I'm an extrovert! The woman who surfs in the pool at night! The woman who claims the title Queen of Woot! Woot! Woot! Woot! Woot! Go! Go! Let's get some vibes up in here! Tequila shots in the house! No! That's not a cheery person, it's just a party animal! No more shortcuts. You must become Kita-san.
793;1;4;Jumping Girl(s);Hitori Gotou;Talk;Nobody wants that, so I've gotta write something band-like, with real Kit-aura! Put yourself in the mind of cheery person! I'm an extrovert! The woman who surfs in the pool at night! The woman who claims the title Queen of Woot! Woot! Woot! Woot! Woot! Go! Go! Let's get some vibes up in here! Tequila shots in the house! No! That's not a cheery person, it's just a party animal! No more shortcuts. You must become Kita-san. Come over now if you wanna go to Shibuya! Everyone takes Isstaworthy pics right here! They'll be launching fireworks in ten mins, so let's take pictures together then!
794;1;4;Jumping Girl(s);Michiyo Gotou;Talk;I know an exorcist, if you need one...
795;1;4;Jumping Girl(s);Hitori Gotou;Talk;It's n-n-n-not like that!
796;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Okay, no seishun songs. Let's try a song of encouragement. I personally find status-quo-affirming lyrics annoyingly irresponsible, but... It's so shallow... Any depressed person hearing this song would just drop deeper into despair!
797;1;4;Jumping Girl(s);Hitori Gotou;Talk;F-F-Forgive me!
798;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Gotoh-san?
799;1;4;Jumping Girl(s);Nijika Ijichi;Talk;What's the matter now?
800;1;4;Jumping Girl(s);Hitori Gotou;Talk;I-Isn't this an intervention where you tear into me for failing to write lyrics despite all the bragging I did?
801;1;4;Jumping Girl(s);Nijika Ijichi;Talk;That's perverse! No way!
802;1;4;Jumping Girl(s);Hitori Gotou;Talk;Then why did you call us here?
803;1;4;Jumping Girl(s);Nijika Ijichi;Talk;I didn't think of it until now, but there's one other really band-like thing we can do! Take ProPhos!
804;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Promotional photos, she means.
805;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Since Bocchi-chan isn't in Kessoku Band's current ProPho.
806;1;4;Jumping Girl(s);Hitori Gotou;Talk;C-Current?
807;1;4;Jumping Girl(s);Ryo Yamada;Talk;Want to see? We took it for our last concert.
808;1;4;Jumping Girl(s);Nijika Ijichi;Talk;I mean, since Kita-chan ditched us...
809;1;4;Jumping Girl(s);Ikuyo Kita;Talk;I'm sorry!
810;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I've never seen such an awful ProPho.
811;1;4;Jumping Girl(s);Nijika Ijichi;Talk;So, because it's nice out today and none of us have plans, I figured we'd take a few ProPhos!
812;1;4;Jumping Girl(s);Hitori Gotou;Talk;O-Outside?!
813;1;4;Jumping Girl(s);Nijika Ijichi;Talk;We don't have the money to rent a studio, so...
814;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Taking public pictures in Shimo-Kita is too much to ask of a nerd like me!
815;1;4;Jumping Girl(s);Nijika Ijichi;Talk;We could do it in Starry instead if you prefer, but a ProPho is important for conveying a band's direction and the unique qualities of its members.
816;1;4;Jumping Girl(s);Ikuyo Kita;Talk;So we really need to give it everything we have?
817;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Precisely! We need something that'll have impact, whether it's in a club ad online, a flyer, or a magazine!
818;1;4;Jumping Girl(s);Ryo Yamada;Talk;What she said.
819;1;4;Jumping Girl(s);Hitori Gotou;Talk;V-Very well. I resign myself to this fate.
820;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Resign yourself? I declare this ProPho-scouting journey on! Let's la go!
821;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Yeah!
822;1;4;Jumping Girl(s);Hitori Gotou;Talk;Yeah...
823;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Stairs... A fence... With plants... At the park... I think we've covered all the bases for broke band ProPhos... Oh, and an evocative wall!
824;1;4;Jumping Girl(s);Ikuyo Kita;Talk;I wish we'd brought our instruments.
825;1;4;Jumping Girl(s);Hitori Gotou;Talk;G-Good point... Having our instruments might make us look cooler.
826;1;4;Jumping Girl(s);Nijika Ijichi;Talk;For you guys, maybe. Only guitarists and bassists look cool that way. What about the poor drummer? I'm stuck just holding up my drumsticks!
827;1;4;Jumping Girl(s);Ryo Yamada;Talk;But that's cute.
828;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Then let's swap instruments, just for today!
829;1;4;Jumping Girl(s);Ryo Yamada;Talk;Nah, that's lame.
830;1;4;Jumping Girl(s);Ikuyo Kita;Talk;What about here? Isn't it nice? With all these posters up, it has a real "Shimo-Kitazawa" vibe!
831;1;4;Jumping Girl(s);Ryo Yamada;Talk;That used to be a CD shop I went to a lot.
832;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Huh?
833;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Lots of record shops and club venues closing these days, yeah.
834;1;4;Jumping Girl(s);Ryo Yamada;Talk;Shops that have been there for decades, disappearing one by one...
835;1;4;Jumping Girl(s);Ikuyo Kita;Talk;I-I'm really sorry...
836;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Ryo, you were just celebrating that new book store.
837;1;4;Jumping Girl(s);Ryo Yamada;Talk;Yeah. I love B&C.
838;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Kita-chan, don't let Ryo jerk you around. Ninety percent of the things she says are more or less just for vibes.
839;1;4;Jumping Girl(s);Ikuyo Kita;Talk;But Senpai can jerk me around any time she wants!
840;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Um? Oh, it's just Bocchi-chan.
841;1;4;Jumping Girl(s);Hitori Gotou;Talk;U-Um... I-I thought I saw a n-nice-looking wall over there...
842;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Hey, great work!
843;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Taking it now! We're definitely capturing everyone's personalities, but it's not really band-like. Isn't there a way to really make it scream "band"?
844;1;4;Jumping Girl(s);Ryo Yamada;Talk;As I am the quintessential musician, you need only mimic my expression.
845;1;4;Jumping Girl(s);Nijika Ijichi;Talk;I'd love to know where you get all that confidence...
846;1;4;Jumping Girl(s);Ikuyo Kita;Talk;But we can't go wrong doing what Senpai says! Right, Gotoh-san?
847;1;4;Jumping Girl(s);Hitori Gotou;Talk;Y-Yes...
848;1;4;Jumping Girl(s);Nijika Ijichi;Talk;A pair of yes-men, huh? Fine, we'll do it. Looks like we're at a funeral.
849;1;4;Jumping Girl(s);Hitori Gotou;Talk;Yeah...
850;1;4;Jumping Girl(s);Nijika Ijichi;Talk;But Kita-chan looks cute in any pic we take!
851;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Aw, no I don't!
852;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Sure you do! It's almost like you know what you're doing.
853;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Oh, I guess it's because I upload pics to Issta all the time! See?
854;1;4;Jumping Girl(s);Nijika Ijichi;Talk;That's our Minister of Social Media!
855;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Bocchi-chan's dying! What's wrong, Gotoh-san? Stay with us! Oh, no! She's flopping around like a fish!
856;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I've never taken pictures with friends before.
857;1;4;Jumping Girl(s);Ikuyo Kita;Talk;What do I do? Please, wake up!
858;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Since... I never had friends before. The only pictures I've taken that weren't with family were class pictures. With those as my only proof of existence for the past fifteen years...
859;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Look at Bocchi-chan's weird face!
860;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I wonder if there are any other high school girls like me still around? Perhaps I've become a rare species, on par with the tsuchinoko?
861;1;4;Jumping Girl(s);Hitori Gotou;Talk;I wonder if there are any other high school girls like me still around? Perhaps I've become a rare species, on par with the tsuchinoko? I am... I am the tsuchinoko of Shimo-Kitazawa.
862;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Gotoh-san's saying the strangest things!
863;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Nah, this is normal for her.
864;1;4;Jumping Girl(s);Hitori Gotou;Talk;Noko-noko. Noko-noko.
865;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Bocchi-chan, why don't you start your own Isstagram? What do you think, Minister?
866;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Totally! Let's become friends! If we're going to be a band, we should really have individual member accounts! Gotoh-san?!
867;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;If I were to get an account... Someone with self-esteem so bad she's already trying to form a band to get popular despite total social ineptitude... If s-someone like me were to start an account like that... You would witness the birth of... The attention-whore monster! Like my posts! Like my posts! My video site is all I need.
868;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Gotoh-san!
869;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Bocchi-chan!
870;1;4;Jumping Girl(s);Ikuyo Kita;Talk;We won't push you to get on social media anymore! Please come back to us!
871;1;4;Jumping Girl(s);Nijika Ijichi;Talk;You okay?
872;1;4;Jumping Girl(s);Hitori Gotou;Talk;Y-Yes...
873;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Okay, back to the ProPhos!
874;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Nothing's really hitting the spot...
875;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Hey, what about a jump pic?
876;1;4;Jumping Girl(s);Hitori Gotou;Talk;Jump pic?
877;1;4;Jumping Girl(s);Ikuyo Kita;Talk;It's really photogenic, and it could bring out everyone's personality!
878;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Great idea! You're a genius, Kita-chan!
879;1;4;Jumping Girl(s);Ryo Yamada;Talk;A wise man once said, any anime where they jump in the OP is a god-tier anime. Would jumping in our ProPho thus make us a god-tier band?
880;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Where is she getting that from?
881;1;4;Jumping Girl(s);Nijika Ijichi;Talk;I'm not sure I followed your logic there... But let's give it a try! Five, four, three,
882;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I c-can't even remember the last time I jumped!
883;1;4;Jumping Girl(s);Nijika Ijichi;Talk;two, one!
884;1;4;Jumping Girl(s);Ryo Yamada;Talk;Oh, I see Bocchi's undies.
885;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Wow, that's one hell of a picture!
886;1;4;Jumping Girl(s);Hitori Gotou;Talk;I'm sorry for putting something so worthless in the picture. Please delete it.
887;1;4;Jumping Girl(s);Nijika Ijichi;Talk;I was hoping for a cuter reaction there...
888;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;If I can't even jump properly, I'm...
889;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Okay, let's try one more!
890;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Awesome! It's got the band feel and the seishun thing going!
891;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Do you think I could get a copy of that picture?
892;1;4;Jumping Girl(s);Hitori Gotou;Talk;M-Me too!
893;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Yeah, we're feeling band-like now! I feel like we're one step closer to becoming a popular band!
894;1;4;Jumping Girl(s);Hitori Gotou;Talk;R-Right!
895;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Kessoku Band is getting started for real!
896;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Okay! We'll have our concert in summer (TBD), our demo CD sale (TBD), our first album release in winter (TBD), and become Shimo-Kitazawa's own good vibes-iest vibes-band!
897;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Sounds like there's a lot still to be decided!
898;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Good point! We don't even have a song yet!
899;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I t-totally forgot about the lyrics!
900;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Of course, we've got Ryo and Bocchi-chan on the case, so... Hey, where's Ryo?
901;1;4;Jumping Girl(s);Ryo Yamada;Talk;She must have disappeared.
902;1;4;Jumping Girl(s);Nijika Ijichi;Talk;What a total free spirit! Anyway, thanks for coming today! Dismissed!
903;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;The more time that passes, the higher the lyrics bar seems to rise. I-If I show them this and they're mean to me... O-Or worse, if they're obviously humoring me, I... M-Maybe I should show it to someone and see how they react. Ryo-san, maybe. I don't think Ryo-san would ever humor me.
904;1;4;Jumping Girl(s);Ryo Yamada;Message;a
905;1;4;Jumping Girl(s);Hitori Gotou;Message;It's a pleasure to make contact with you This is Bocchi speaking \hIf you happen to still be in Shimo-Kita, \hdo you think you might be able to \h\hconsider having a look at my lyrics?
906;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;It's a pleasure to make contact with you This is Bocchi speaking \hIf you happen to still be in Shimo-Kita, \hdo you think you might be able to \h\hconsider having a look at my lyrics? She already read it!
907;1;4;Jumping Girl(s);Ryo Yamada;Message;I'm here, come by
908;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Huh? A t-trendy café!
909;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I've never been to a real restaurant by myself. I can't even enter a convenience store without psyching myself up in advance. A-Am I allowed to just walk in? How do people just walk into places? How do they do it on TV and stuff? Oh, I know!
910;1;4;Jumping Girl(s);Hitori Gotou;Talk;I've never been to a real restaurant by myself. I can't even enter a convenience store without psyching myself up in advance. A-Am I allowed to just walk in? How do people just walk into places? How do they do it on TV and stuff? Oh, I know! Are ya winning, diners?
911;1;4;Jumping Girl(s);Ryo Yamada;Talk;Oh, Bocchi. Over here.
912;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Th-This is awkward. Come to think of it, I've never been alone with Ryo-san before. I don't even know much about her. F-For that matter, why hasn't she talked to me yet?
913;1;4;Jumping Girl(s);Ryo Yamada;Talk;That was delicious.
914;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;She finished eating! What do I do? Should I initiate? But... That photo shoot sure was fun, huh?!
915;1;4;Jumping Girl(s);Ryo Yamada;Imagination;Not really.
916;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;That could be the result!
917;1;4;Jumping Girl(s);Ryo Yamada;Talk;Just show me the lyrics.
918;1;4;Jumping Girl(s);Hitori Gotou;Talk;Oh, right. Thank you.
919;1;4;Jumping Girl(s);Ryo Yamada;Talk;No problem. Let's see. Oh, ohh!
920;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;She's unusually flustered!
921;1;4;Jumping Girl(s);Ryo Yamada;Talk;This is good.
922;1;4;Jumping Girl(s);Hitori Gotou;Talk;I'm not sure I agree, but for the band's sake... Yes, it's a masterpiece.
923;1;4;Jumping Girl(s);Ryo Yamada;Talk;Though personally I think one is a bit childish for a band.
924;1;4;Jumping Girl(s);Hitori Gotou;Talk;That's not the right page!
925;1;4;Jumping Girl(s);Ryo Yamada;Talk;Are you personally satisfied with these lyrics, Bocchi?
926;1;4;Jumping Girl(s);Hitori Gotou;Talk;Oh, w-well... I figured we should do something really "hit band"-like...
927;1;4;Jumping Girl(s);Ryo Yamada;Talk;Did I ever tell you? I was in another band a long time ago. Their lyrics were awkward, but I liked how honest they were. But, desperate for sales, they started going in a more commercial direction. I hated that. That's why I quit. We had a little fight about it at the time. And just as I was feeling sick of the whole band thing...
928;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Hey. If you've got time, will you play bass for me?
929;1;4;Jumping Girl(s);Ryo Yamada;Talk;Why?
930;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Because I love the way you play!
931;1;4;Jumping Girl(s);Ryo Yamada;Talk;When Nijika said that to me, I decided to give playing in a band another try. Abandoning your uniqueness is equivalent to dying.
932;1;4;Jumping Girl(s);Hitori Gotou;Talk;Ryo-san?
933;1;4;Jumping Girl(s);Ryo Yamada;Talk;So don't write generic lyrics based on other concerns. Write what you want to write.
934;1;4;Jumping Girl(s);Hitori Gotou;Talk;B-But if I do that, I'll write bitter, social-outcast lyrics—
935;1;4;Jumping Girl(s);Ryo Yamada;Talk;But won't it be hilarious if a normie sings that?
936;1;4;Jumping Girl(s);Ikuyo Kita;Talk;I spend my days cursing you losers!
937;1;4;Jumping Girl(s);Ryo Yamada;Talk;Bringing a wide variety of individuals together into one sound... That's the color that Kessoku Band will have.
938;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;Ryo-san is actually a considerate person.
939;1;4;Jumping Girl(s);Ryo Yamada;Talk;Let's get out of here.
940;1;4;Jumping Girl(s);Hitori Gotou;Talk;R-Right! Oh, Ryo-san... The check...
941;1;4;Jumping Girl(s);Ryo Yamada;Talk;Sorry, I'm broke. Treat me?
942;1;4;Jumping Girl(s);Hitori Gotou;Talk;Wh-What? B-But you're the one who invited me...
943;1;4;Jumping Girl(s);Ryo Yamada;Talk;I just couldn't take another day of eating weeds.
944;1;4;Jumping Girl(s);Hitori Gotou;Talk;You're still doing that?!
945;1;4;Jumping Girl(s);Ryo Yamada;Talk;And this shop just opened, and I wanted to eat here so bad... Please, treat me?
946;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I t-take back what I said!
947;1;4;Jumping Girl(s);Ryo Yamada;Talk;I really am sorry. I'll pay you back next month.
948;1;4;Jumping Girl(s);Hitori Gotou;Talk;N-No need to rush... U-Um... I-I'm going to try my best!
949;1;4;Jumping Girl(s);Ryo Yamada;Talk;Sure. Can't wait to see it.
950;1;4;Jumping Girl(s);Hitori Gotou;Talk;U-Um... I f-finished the lyrics... H-Here.
951;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Gotoh-san, are you all right? You look tired.
952;1;4;Jumping Girl(s);Hitori Gotou;Talk;I'm fine. I've just been so focused on the lyrics, I c-completely forgot to sleep...
953;1;4;Jumping Girl(s);Nijika Ijichi;Talk;Wow! Let's have a look! I can't wait to see the fruits of your labors!
954;1;4;Jumping Girl(s);Hitori Gotou;Talk;It m-might be... too much of a downer.
955;1;4;Jumping Girl(s);Ryo Yamada;Talk;It certainly is a downer.
956;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Ryo-senpai!
957;1;4;Jumping Girl(s);Ryo Yamada;Talk;But it's very Bocchi. It might not connect with too many people, but those it does, it'll hit deeply.
958;1;4;Jumping Girl(s);Ikuyo Kita;Talk;Where'd this friendship come from?!
959;1;4;Jumping Girl(s);Nijika Ijichi;Talk;But these lyrics really are super great, Bocchi-chan!
960;1;4;Jumping Girl(s);Ikuyo Kita;Talk;I love this phrase here!
961;1;4;Jumping Girl(s);Ryo Yamada;Talk;Same.
962;1;4;Jumping Girl(s);Hitori Gotou;Inner Voice;I m-managed to figure out the lyrics. I'm going to do my best... I hope the band can stay together forever... and I can get lots of pictures with everyone.
963;1;5;Flightless Fish;Ikuyo Kita;Talk;And whipped cream up to the ceiling!
964;1;5;Flightless Fish;Seika Ijichi;Talk;Excuse me, girls. It's your long-awaited payday.
965;1;5;Flightless Fish;Nijika Ijichi;Talk;Yay!
966;1;5;Flightless Fish;Hitori Gotou;Talk;Y-Yay.
967;1;5;Flightless Fish;Nijika Ijichi;Talk;Thanks!
968;1;5;Flightless Fish;Ryo Yamada;Talk;Thank you very much.
969;1;5;Flightless Fish;Ikuyo Kita;Talk;Thank you!
970;1;5;Flightless Fish;Seika Ijichi;Talk;Sure. And for you, Bocchi-chan.
971;1;5;Flightless Fish;Hitori Gotou;Talk;Th-Thank you!
972;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Th-Thank you! T-Ten thousand yen! 10,000 Yen The culmination of my blood, sweat, and tears! What'll I spend it on? New sheet music? A big manga haul? Maybe I'll buy a cake and surprise my family!
973;1;5;Flightless Fish;Nijika Ijichi;Talk;Sorry to rain on various parades, but I've gotta collect these for the concert!
974;1;5;Flightless Fish;Hitori Gotou;Talk;Lend me your ears. My new song, "A Farewell to Yukichi."
975;1;5;Flightless Fish;Nijika Ijichi;Talk;I'm so sorry! I hate it too, okay?
976;1;5;Flightless Fish;Hitori Gotou;Inner Voice;That's right. I was doing this job thing to pay our concert quota. Of course, if I work hard here every month, Kessoku Band will get to play a lot, which is just about—
977;1;5;Flightless Fish;Nijika Ijichi;Talk;I'm sorry to you too, Kita-chan!
978;1;5;Flightless Fish;Ikuyo Kita;Talk;Hey, it's fine! Wow! Does it really cost that much to make an album?
979;1;5;Flightless Fish;Hitori Gotou;Talk;Huh?
980;1;5;Flightless Fish;Nijika Ijichi;Talk;Yeah, I'd like to have them to sell at our concerts, and shooting a music video and stuff will cost a ton, too...
981;1;5;Flightless Fish;Ikuyo Kita;Talk;We'll just have to get second jobs during summer vacation!
982;1;5;Flightless Fish;Nijika Ijichi;Talk;Yeah. Maybe we could work at a beach house or something!
983;1;5;Flightless Fish;Ikuyo Kita;Talk;I'd love to work at the beach!
984;1;5;Flightless Fish;Hitori Gotou;Inner Voice;B-Beach?!
985;1;5;Flightless Fish;Ikuyo Kita;Talk;Or maybe an amusement park!
986;1;5;Flightless Fish;Hitori Gotou;Inner Voice;It's a no-go.
987;1;5;Flightless Fish;Nijika Ijichi;Talk;That would be so fun!
988;1;5;Flightless Fish;Hitori Gotou;Inner Voice;They won't lend to minors. But perhaps, deeper in the internet's shadier corners... I'll have to sell my liver.
989;1;5;Flightless Fish;Ryo Yamada;Talk;Bocchi.
990;1;5;Flightless Fish;Hitori Gotou;Talk;I'm s-sure I could get a loan using my guitar as collateral, s-so please don't make me get another job! P-Please don't make me work at the beach or an amusement park!
991;1;5;Flightless Fish;Ryo Yamada;Talk;Actually, I wrote the song.
992;1;5;Flightless Fish;Nijika Ijichi;Talk;Is it just me, or is it really good?
993;1;5;Flightless Fish;Ikuyo Kita;Talk;Yeah, it's great!
994;1;5;Flightless Fish;Ryo Yamada;Talk;When I read Bocchi's lyrics, it just came to me.
995;1;5;Flightless Fish;Nijika Ijichi;Talk;That's awesome! All the hard work paid off!
996;1;5;Flightless Fish;Ryo Yamada;Talk;That's my girl. There, there.
997;1;5;Flightless Fish;Ikuyo Kita;Talk;S-Senpai! I'm working hard, too! Watch me! I've gotten so good at guitar!
998;1;5;Flightless Fish;Ryo Yamada;Talk;Amazing.
999;1;5;Flightless Fish;Ikuyo Kita;Talk;Amazing?! Please give me chin rubs, too!
1000;1;5;Flightless Fish;Ryo Yamada;Talk;There, there.
1001;1;5;Flightless Fish;Nijika Ijichi;Talk;My dream might just come true. Okay! I'll ask Sis to let us hold our concert here next month!
1002;1;5;Flightless Fish;Ikuyo Kita;Talk;You hadn't asked her yet?
1003;1;5;Flightless Fish;Nijika Ijichi;Talk;No worries! She let us in right away last time! Right, Sis?
1004;1;5;Flightless Fish;Seika Ijichi;Talk;I'm not putting you on.
1005;1;5;Flightless Fish;Nijika Ijichi;Talk;Huh?
1006;1;5;Flightless Fish;Ryo Yamada;Talk;Huh?
1007;1;5;Flightless Fish;Hitori Gotou;Talk;Huh?
1008;1;5;Flightless Fish;Ikuyo Kita;Talk;Huh?
1009;1;5;Flightless Fish;Nijika Ijichi;Talk;But why? We just finished our original song.
1010;1;5;Flightless Fish;Seika Ijichi;Talk;Why should I care about that?
1011;1;5;Flightless Fish;Hitori Gotou;Inner Voice;Th-This feels super awkward...
1012;1;5;Flightless Fish;Nijika Ijichi;Talk;We can even pay our quota if we don't bring in customers!
1013;1;5;Flightless Fish;Seika Ijichi;Talk;It's not about the money. It's about your skill.
1014;1;5;Flightless Fish;Nijika Ijichi;Talk;But you let us play last time.
1015;1;5;Flightless Fish;Seika Ijichi;Talk;I made an exception so you could make a memory.
1016;1;5;Flightless Fish;Nijika Ijichi;Talk;Make a memory?
1017;1;5;Flightless Fish;Seika Ijichi;Talk;Normally, I'd make you play first to apply. You know that, right?
1018;1;5;Flightless Fish;Nijika Ijichi;Talk;Yeah, but...
1019;1;5;Flightless Fish;Seika Ijichi;Talk;Sorry, but I can't have a repeat of that awful May performance.
